name,catalognumber,price,inInventory,picture,description,category,Wysokość,Szerokość,Specyfikacja
Lampa wisząca SIRIUS 90 CO AZ2118+AZ2120 - Azzardo,DEL-6613-90-CO,1748.00,10,https://polskielampy.pl/images/!!!!!!!AZZARDO/UZUPELNIENIE/mini/450px_sirius-90-copper.jpg,"Lampa zwisająca oświetleniowa - wiszącaSirius90 CooperAZ2118+AZ2120. Seria Sirius należy do produktów z kategorii Decorative. Jest to inspiracja na lampę nietuzinkową i oryginalną. To lampa dla tych, którzy lubią we wnętrzach oryginalne rozwiązania. LampaAzzardo Siriusto doskonały designerski styl oświetlenia który sprawi, że lampa oprócz funkcji mocnego światła do salonu stanowi również bogaty walor dekoracyjny oraz aranżacyjny dla  naszego wnętrza. Lampa wpisuję się w trendy stylu nowojorskiego oraz Hi-Tech, ciekawie sprawdzi się również w aranżacjach loftowych. Doskonała inspiracja na lampę wiszącą do salonu. Lampa została wykonana z solidnych materiałów, występuje w kilku rozmiarach oraz w kolorach chrom oraz miedzianym ( Cooper ) Lampa posiada 12 gniazd na żarówkę G9 oraz ma możliwość regulacji wysokości.",LAMPY WISZĄCE DESIGNERSKIE,236 cm,90 cm,Materiał:Metal   Kolor:Miedziany   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL12 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca ANZIO P0480-04A-F4D7 - Zuma Line,003064-009255,1399.00,10,https://polskielampy.pl/images//ZumaLine/2019/mini/450px_p0480-04a-f4d7.jpg,Lampa wisząca ANZIO to połączenie modnego designu z dopracowanymi detalami i najlepszą jakością. Przeplatające się ze sobą kryształy i metalowe płytki zachwycają niesamowitym efektem wizualnym. Kryształki idealnie odbijają promienie słoneczne zapewniając znakomitą grę światła. Lampa podkreśla nowoczesny charakter i klimat pomieszczenia. Doskonale sprawdzi się w przestrzeni domowej lub komercyjnej.,LAMPY WISZĄCE DESIGNERSKIE,182 cm,49 cm,Materiał:Szkło   Kolor:Złoty   Trzonek:E27   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL4 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca BLINK P0173-05W-F4B3 -Zuma Line,003064-001215,599.00,10,https://polskielampy.pl/images/ZumaLine/2017/mini/450px_P0173-05W.jpg,"Lampa wisząca BLINK charakteryzuje się subtelnym oraz stylowym oświetleniem. Drobne, lustrzane kryształki tworzą wzór siateczki dodając wyjątkowego efektu ozdobnego wnętrzu. Klosz w formie koła posiada pięć punktów świetlnych, które idealnie nadają się jako centralne oświetlenie w pomieszczeniu. Wnętrze zostało ozdobione kryształkami dodając niesamowitej subtelności. Idealnie wpasuje się w oświetlenie salonu czy kuchni.",LAMPY WISZĄCE DESIGNERSKIE,143 cm,37 cm,Materiał:Szkło kryształowe   Kolor:Chrom   Trzonek:G9   Moc żarówkiL42W   Napięcie zasilaniaL230V   Ilość żarówekL5 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca BLINK P0173-07W-F4B3 -Zuma Line,003064-001216,999.00,10,https://polskielampy.pl/images/ZumaLine/2017/mini/450px_P0173-07W.jpg,"Lampa wisząca BLINK charakteryzuje się subtelnym oraz stylowym oświetleniem. Drobne, lustrzane kryształki tworzą wzór siateczki dodając wyjątkowego efektu ozdobnego wnętrzu. Klosz w formie koła posiada pięć punktów świetlnych, które idealnie nadają się jako centralne oświetlenie w pomieszczeniu. Wnętrze zostało ozdobione kryształkami dodając niesamowitej subtelności. Idealnie wpasuje się w oświetlenie salonu czy kuchni.",LAMPY WISZĄCE DESIGNERSKIE,144 cm,55 cm,Materiał:Szkło kryształowe   Kolor:Chrom   Trzonek:G9   Moc żarówkiL42W   Napięcie zasilaniaL230V   Ilość żarówekL7 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca CRYSTAL P0076-01A-F4FZ - Zuma Line,003064-001008,219.00,10,https://polskielampy.pl/images/!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!RED/mini/450px_crystal1.jpg,"Lampa wisząca CRYSTAL to połączenie nowoczesności z szykiem i elegancją. Korpus jest wykonany z chromowanego metalu. Natomiast klosz został stworzony z wysokiej jakości szkła, o lekko przydymionej barwie. Piękne, kryształowe sople nadają niezwykłej subtelności i dźwięku.",LAMPY WISZĄCE DESIGNERSKIE,134 cm,13 cm,Materiał:Szkło   Kolor:Chrom   Trzonek:G9   Moc żarówkiL42W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca CRYSTAL P0076-03E-F4FZ - Zuma Line,003064-001811,549.00,10,https://polskielampy.pl/images/!!!ZUMA/CRYSTAL/mini/450px_crystal-wiszaca.jpg,"Lampa wisząca CRYSTAL oferuje miejsce na trzy źródła światła. Wewnątrz szklanego klosza umieszczone są delikatne, lustrzane kryształki rozpraszające światło. Urok lampy tkwi w przepięknych soplach, które nadają klasycznego dźwięku i delikatności. Lampa idealnie wypełni wnętrze salonu.",LAMPY WISZĄCE DESIGNERSKIE,136 cm,28 cm,Materiał:Szkło   Kolor:Chrom   Trzonek:G9   Moc żarówkiL42W   Napięcie zasilaniaL230V   Ilość żarówekL3 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca CRYSTAL P0076-03M-B5FZ -Zuma Line,003064-001009,449.00,10,https://polskielampy.pl/images/ZumaLine/2017/mini/450px_P0076-03M-B5FZ.jpg,"Lampa wisząca CRYSTAL to połączenie szykownego stylu z doskonałym wykonaniem. Trzy owalne, szklane klosze z serią kryształowych i delikatnych sopli stanowią idealną propozycję dla nowoczesnych wnętrz. Szkło od zewnątrz zostało ozdobione chromem, pełni funkcję dekoracyjną nawet przy włączeniu światła.",LAMPY WISZĄCE DESIGNERSKIE,134 cm,34 cm,Materiał:Szkło   Kolor:Chrom   Trzonek:G9   Moc żarówkiL42W   Napięcie zasilaniaL230V   Ilość żarówekL3 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca CRYSTAL P0076-03N-B5FZ - Zuma Line,003064-001012,499.00,10,https://polskielampy.pl/images/!!!!!!!!!ZUMMM/mini/450px_crystalX3.jpg,"Lampa wisząca CRYSTAL to połączenie nowoczesności z niebanalnym stylem. Składa się z podłużnej listwy z trzema lustrzanymi kloszami. Połączenie chromu z drobnymi kryształkami daje efekt niesamowitej gry światła. Idealnie sprawdzi się jako element ozdobny do salonu, kuchni czy sypialni.",LAMPY WISZĄCE DESIGNERSKIE,130 cm,73 cm,Materiał:Szkło   Kolor:Chrom   Trzonek:G9   Moc żarówkiL42W   Napięcie zasilaniaL230V   Ilość żarówekL3 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca CRYSTAL P0076-03R-F4FZ -Zuma Line,003064-001013,1099.00,10,https://polskielampy.pl/images/ZumaLine/2017/mini/450px_P0076-03R.jpg,"Lampa wisząca CRYSTAL to bogaty i niezwykle ozdobny model charakteryzujący się niestandardowym designem z precyzyjnym wykonaniem. Z lśniącej podsufitki odchodzą trzy ramiona, a z nich transparentne klosze z drobnymi, szklanymi kryształkami, które efektownie rozpraszają strumień światła. Niezwykle eleganckie kryształowe wykończenie dodaje wyjątkowego efektu wizualnego. Idealnie sprawdzi się jako centralne oświetlenie salonu oraz element dekoracyjny pomieszczenia.",LAMPY WISZĄCE DESIGNERSKIE,143 cm,70 cm,Materiał:Szkło   Kolor:Chrom   Trzonek:G9   Moc żarówkiL42W   Napięcie zasilaniaL230V   Ilość żarówekL3 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca CRYSTAL P0076-05L-F4FZ - Zuma Line,003064-001003,799.00,10,https://polskielampy.pl/images/!!!ZUMA/CRYSTAL/mini/450px_crystal-wiszaca.jpg,"Lampa wisząca CRYSTAL to połączenie elegancji i nowoczesności. Korpus wykonany jest z chromowego metalu. Klosz został stworzony z najwyższej jakości szkła o niestandardowej barwie. Piękne, kryształowe sople nadają klasycznej delikatności i wdzięku.",LAMPY WISZĄCE DESIGNERSKIE,145 cm,40 cm,Materiał:Szkło   Kolor:Chrom   Trzonek:G9   Moc żarówkiL42W   Napięcie zasilaniaL230V   Ilość żarówekL5 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca CRYSTAL P0076-05M-B5FZ -Zuma Line,003064-001010,699.00,10,https://polskielampy.pl/images/ZumaLine/2017/mini/450px_P0076-05M-B5FZ.jpg,"Lampa wisząca CRYSTAL to połączenie klasycznej elegancji z nowoczesnością i dokładnym wykonaniem. Pięć punktów świetlnych umieszczonych w szklanych kloszach, które są wypełnione wiszącymi, drobnymi kryształkami nadające niesamowitego efektu wizualnego. Niesymetryczna długość poszczególnych zwisów nadaje całej kompozycji wyjątkowej elegancji. Idealnie nada się do oświetlenia sypialni czy salonu.",LAMPY WISZĄCE DESIGNERSKIE,134 cm,43 cm,Materiał:Szkło   Kolor:Chrom   Trzonek:G9   Moc żarówkiL42W   Napięcie zasilaniaL230V   Ilość żarówekL5 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca CRYSTAL P0076-06X-F4FZ - Zuma Line,003064-001004,1149.00,10,https://polskielampy.pl/images/!!!!!!!!!ZUMMM/mini/450px_crystal2.jpg,"Lampa wisząca CRYSTAL to projekt wykonany z najlepszej jakości materiałów; szkła, kryształu i metalu. Drobne kryształki umieszczone pod źródłem światła tworzą wyjątkową iluminację, która stworzy niesamowitą atmosferę w każdym wnętrzu. Idealnie nada się do oświetlenia salonu.",LAMPY WISZĄCE DESIGNERSKIE,145 cm,50 cm,Materiał:Szkło   Kolor:Chrom   Trzonek:G9   Moc żarówkiL42W   Napięcie zasilaniaL230V   Ilość żarówekL6 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca ROCK P0488-01A-F4AC - Zuma Line,003064-009274,399.00,10,https://polskielampy.pl/images//ZumaLine/2019/mini/450px_p0488-01a-f4ac.jpg,"Lampa wisząca ROCKcharakteryzuje się innowacyjnym pomysłem z nowoczesną formą i precyzyjnym wykonaniem. Szklany klosz o niestandardowym kształcie pokryty dekoracyjną strukturąnadaje niezwykłego efektu wizualnego.Nietypowe i interesujące wzornictwo doskonale spełni funkcję wyjątkowej ozdoby.Nowoczesna konstrukcja z metalu i szkła emituje ciepły, jasny blask tworząc niesamowicie przyjemną atmosferę pomieszczenia.",LAMPY WISZĄCE DESIGNERSKIE,152 cm,26 cm,Materiał:Szkło   Kolor:Srebrny   Trzonek:E27   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca ROCK P0488-01B-U8AC - Zuma Line,003064-009275,399.00,10,https://polskielampy.pl/images//ZumaLine/2019/mini/450px_p0488-01b-u8ac.jpg,"Lampa wisząca ROCK charakteryzuje się innowacyjnym pomysłem z nowoczesną formą i precyzyjnym wykonaniem. Szklany klosz o niestandardowym kształcie pokryty dekoracyjną strukturą nadaje niezwykłego efektu wizualnego. Złoty odcień dodaje wspaniałego charakteru. Nietypowe i interesujące wzornictwo doskonale spełni funkcję wyjątkowej ozdoby. Nowoczesna konstrukcja z metalu i szkła emituje ciepły, jasny blask tworząc niesamowicie przyjemną atmosferę pomieszczenia.",LAMPY WISZĄCE DESIGNERSKIE,152 cm,26 cm,Materiał:Szkło   Kolor:Złoty   Trzonek:E27   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca ROCK P0488-01F-F4AC - Zuma Line,003064-009276,219.00,10,https://polskielampy.pl/images//ZumaLine/2019/mini/450px_p0488-01f-f4ac.jpg,"Lampa wisząca ROCK charakteryzuje się innowacyjnym pomysłem z nowoczesną formą i precyzyjnym wykonaniem. Szklany klosz o niestandardowym kształcie pokryty dekoracyjną strukturą nadaje niezwykłego efektu wizualnego. Srebrny odcień dodaje wspaniałej subtelności. Nietypowe i interesujące wzornictwo doskonale spełni funkcję wyjątkowej ozdoby. Nowoczesna konstrukcja z metalu i szkła emituje ciepły, jasny blask tworząc niesamowicie przyjemną atmosferę pomieszczenia.",LAMPY WISZĄCE DESIGNERSKIE,143 cm,14 cm,Materiał:Szkło   Kolor:Srebrny   Trzonek:G9   Moc żarówkiL28W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca ROCK P0488-03D-B5AC - Zuma Line,003064-009277,499.00,10,https://polskielampy.pl/images//ZumaLine/2019/mini/450px_p0488-03d-b5ac.jpg,"Lampa wisząca ROCK to wyjątkowy element dekoracyjny nadający się na motyw przewodni wnętrza. Szklane klosze o niestandardowym kształcie pokryte dekoracyjną strukturą nadają niezwykłego efektu wizualnego. Srebrny odcień dodaje wspaniałej subtelności. Nietypowe i interesujące wzornictwo doskonale spełni funkcję wyjątkowej ozdoby. Nowoczesna konstrukcja z metalu i szkła emituje ciepły, jasny blask tworząc niesamowicie przyjemną atmosferę pomieszczenia.",LAMPY WISZĄCE DESIGNERSKIE,143 cm,14 cm,Materiał:Szkło   Kolor:Srebrny   Trzonek:G9   Moc żarówkiL28W   Napięcie zasilaniaL230V   Ilość żarówekL3 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca  FADE SP1 D20 140711 -Ideal Lux,140711/IL,482.00,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_140711_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE DESIGNERSKIE,115 cm,20 cm,Materiał:Szkło   Kolor:Chrom   Trzonek:E27   Moc żarówkiL60W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca AUDI-10 SP5 TRASPARENTE 016863 -Ideal Lux,016863/IL,2162.60,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_016863.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE DESIGNERSKIE,100 cm,"48,5 cm",Materiał:Szkło   Kolor:Przezroczysty   Trzonek:E27   Moc żarówkiL60W   Napięcie zasilaniaL230V   Ilość żarówekL5 Kompatybilna z LEDLTak   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Lampa wisząca DECA SP1 BIG 168869 -Ideal Lux,168869/IL,2125.50,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_168869_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE DESIGNERSKIE,172 cm,50 cm,Materiał:Metal   Kolor:Złoty   Trzonek:E27   Moc żarówkiL60W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca DECA SP1 SMALL 168852 -Ideal Lux,168852/IL,1130.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_168852_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE DESIGNERSKIE,150 cm,28 cm,Materiał:Metal   Kolor:Złoty   Trzonek:E27   Moc żarówkiL60W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca MADAME SP1 BIANCO 174396 -Ideal Lux,174396/IL,1958.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_174396_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE DESIGNERSKIE,145 cm,110 cm,Materiał:Metal   Kolor:Biały   Trzonek:E27   Moc żarówkiL60W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca MADAME SP1 NERO 174402 -Ideal Lux,174402/IL,1958.70,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_174402_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE DESIGNERSKIE,145 cm,110 cm,Materiał:Metal   Kolor:Czarny   Trzonek:E27   Moc żarówkiL60W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Lampa wisząca MAPA BIANCO SP5 043562 -Ideal Lux,043562/IL,2687.80,10,https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_043562_1.jpg,"IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.",LAMPY WISZĄCE DESIGNERSKIE,110 cm,105 cm,Materiał:Szkło   Kolor:Biały   Trzonek:E27   Moc żarówkiL60W   Napięcie zasilaniaL230V   Ilość żarówekL5 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
